Trainname,TrainID,CURRENT_DATE,RollingStockFitnessStatus,SignallingFitnessStatus,TelecomFitnessStatus,RollingStockFitnessExpiryDate,SignallingFitnessExpiryDate,TelecomFitnessExpiryDate,JobCardStatus,OpenJobCards,ClosedJobCards,LastJobCardUpdate,BrandingActive,BrandCampaignID,ExposureHoursAccrued,ExposureHoursTarget,ExposureDailyQuota,TotalMileageKM,MileageSinceLastServiceKM,MileageBalanceVariance,BrakepadWear%,HVACWear%,CleaningRequired,CleaningSlotStatus,BayOccupancyIDC,LastCleanedDate,BayPositionID,ShuntingMovesRequired,StablingSequenceOrder,JobCardPriority,BrandingCompletionRatio,MileageBalanceAbs,CleaningPriority,ShuntingPriority,SignallingFitnessExpiryDate_days,TelecomFitnessExpiryDate_days,RollingStockFitnessExpiryDate_days,LastJobCardUpdate_days,LastCleanedDate_days,CleaningRequired_flag,BrandingActive_flag,JobCardStatus_enc,Score,Rank,AssignedAction,DayIndex
Yamuna,T12,15-09-2025,TRUE,TRUE,TRUE,23-04-2026,19-02-2026,09-11-2026,open,2,2,09-05-2024,FALSE,,0,0,0,9798,2648,7352,85,95,FALSE,0,,14-04-2023,9,0,1,2,1,7352,0,0,155,418,218,-496,-887,0,0,1,65.55918569656781,16,0,0
Sarayu,T04,15-09-2025,TRUE,TRUE,TRUE,09-21-2026,14-03-2026,10-08-2026,open,1,5,15-06-2025,TRUE,KMM-RLJ-WRP-25-03,308,320,16,384655,7466,1553,45,3,TRUE,2,BAY_02,30-04-2023,10,2,3,1,0.9625,1553,1,2,178,327,9999,-94,-871,1,1,1,77.81452675808166,7,0,0
Ganga,T24,15-09-2025,TRUE,TRUE,TRUE,05-05-2026,22-11-2026,16-03-2026,open,1,7,04-05-2025,TRUE,KMM-RLJ-WRP-25-12,318,320,16,45820,5125,4875,42,37,TRUE,0,BAY_07,11-04-2023,3,1,2,1,0.99375,4875,1,1,431,180,230,-136,-890,1,1,1,78.42809621901253,6,0,0
Jhanavi,T07,15-09-2025,TRUE,TRUE,TRUE,03-08-2026,27-05-2026,01-12-2026,open,1,1,23-08-2024,TRUE,KMM-RLJ-WRP-25-04,298,320,16,222811,6534,3466,91,65,FALSE,0,,15-07-2024,1,0,1,1,0.93125,3466,0,0,252,440,320,-390,-429,0,1,1,75.94886000982787,9,1,0
Shiriya,T17,15-09-2025,TRUE,TRUE,TRUE,22-10-2026,03-12-2026,14-11-2026,open,1,2,05-11-2024,TRUE,KMM-RLJ-WRP-25-09,318,320,16,170638,1259,8741,21,13,TRUE,2,BAY_03,31-10-2024,2,1,2,1,0.99375,8741,1,1,442,423,400,-316,-321,1,1,1,89.66501222080407,1,0,0
Vaayu,T15,15-09-2025,TRUE,TRUE,TRUE,09-08-2026,13-06-2026,27-07-2026,open,2,5,05-09-2025,TRUE,KMM-RLJ-WRP-25-08,291,320,16,76808,7091,2909,69,99,TRUE,0,BAY_09,23-09-2024,2,3,3,2,0.909375,2909,1,3,269,313,326,-12,-359,1,1,1,83.93131235608789,3,1,0
Vaigai,T06,15-09-2025,TRUE,TRUE,TRUE,14-11-2026,19-07-2026,23-06-2026,open,1,7,28-07-2025,FALSE,,0,0,0,348409,2248,7752,73,28,TRUE,0,BAY_05,11-04-2023,15,0,1,1,1,7752,1,0,305,279,423,-51,-890,1,0,1,69.79358500909409,15,1,0
Godhavari,T23,15-09-2025,TRUE,TRUE,TRUE,18-12-2026,14-08-2026,05-09-2026,open,1,2,17-06-2024,TRUE,KMM-RLJ-WRP-25-11,320,320,0,253529,936,9064,79,72,TRUE,0,BAY_10,07-06-2023,11,0,1,1,1,9064,1,0,331,353,457,-457,-833,1,1,1,84.88799785147026,2,2,0
Sabarmathi,T22,15-09-2025,TRUE,TRUE,FALSE,28-04-2026,30-07-2026,11-09-2025,open,2,5,19-05-2024,TRUE,KMM-RLJ-WRP-25-10,320,320,0,405084,6280,3720,46,90,FALSE,0,,18-03-2023,8,1,2,2,1,3720,0,1,316,-6,223,-486,-914,0,1,1,65.03120309669717,17,1,0
Krishna,T01,15-09-2025,FALSE,TRUE,FALSE,12-08-2025,01-03-2026,10-07-2025,open,3,7,17-03-2023,TRUE,KMM-RLJ-WRP-25-01,288,320,16,4759,2339,7661,40,59,TRUE,0,BAY_08,05-08-2023,15,0,1,3,0.9,7661,1,0,165,-69,-36,-915,-774,1,1,1,80.01522025172144,5,1,0
Kabani,T14,15-09-2025,FALSE,FALSE,FALSE,20-11-2024,05-12-2024,18-01-2025,open,3,1,30-08-2025,FALSE,,0,0,0,9615,1289,8711,0,71,FALSE,0,,05-08-2023,16,1,2,3,1,8711,0,1,-286,-242,-301,-18,-774,0,0,1,47.08252266380985,25,1,0
Padma,T10,15-09-2025,FALSE,TRUE,FALSE,29-07-2025,03-03-2026,02-05-2025,open,3,1,12-08-2025,FALSE,,0,0,0,3584,891,9109,56,89,TRUE,0,BAY_06,19-11-2023,12,0,1,3,1,9109,1,0,167,-138,-50,-36,-668,1,0,1,71.19536373700144,12,1,0
Periyar,T13,15-09-2025,FALSE,FALSE,FALSE,15-01-2025,28-02-2025,12-03-2025,open,4,1,12-01-2025,TRUE,KMM-RLJ-WRP-25-07,312,320,16,247502,7203,2797,55,35,TRUE,0,BAY_04,19-07-2024,8,0,1,4,0.975,2797,1,0,-201,-189,-245,-248,-425,1,1,1,62.94777011588595,18,2,0
Dhwanil,T08,15-09-2025,FALSE,TRUE,FALSE,18-04-2025,15-01-2026,20-06-2025,open,4,1,24-09-2025,FALSE,,0,0,0,338079,2314,7686,84,5,TRUE,2,BAY_01,13-08-2023,3,2,3,4,1,7686,1,2,120,-89,-152,7,-766,1,0,1,56.40338365895602,22,1,0
Maarut,T21,15-09-2025,TRUE,FALSE,FALSE,06-03-2026,09-06-2025,25-08-2025,open,4,5,13-05-2026,FALSE,,0,0,0,481407,1488,8512,98,96,FALSE,0,,12-09-2024,13,0,1,4,1,8512,0,0,-100,-23,170,238,-370,0,0,1,50.338090248366434,24,1,0
